,Unnamed: 0,leagueId,queueType,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,miniSeries,account_id
172,172,22008d2d-8efe-422e-ade7-5c05f44d638a,RANKED_SOLO_5x5,GOLD,I,ZTE8B0AbvmkUYyVsCrn81icMfKNwdcemqQR1APebVYPFgJ8,트롤하지마요,58,34,27,False,False,False,False,,R1c1eZ4CYAzj-EvTp4fX_zRkwwicb3nnLDZ8XYwv2n2O
173,173,108c9ba8-a536-4030-aaad-35b019b8f171,RANKED_SOLO_5x5,GOLD,I,MCmBPV9BcwRjR8MNY6jUEJKzIcv8Pc1DOe9F4d2mgRoDPbo,Stalker4u,90,14,19,False,False,False,False,,83ewDOotEZLjf1WgCX0fu6BkzfBw-15h0WybQIBbqZaE
174,174,e6c271f6-69ca-4b25-8b84-2c1bd188d7a8,RANKED_SOLO_5x5,GOLD,I,TCcNzc_G4hTdZGJ9opMrCIyMFBGEI_zbuuQWKvXlxioG7qc,Anim0,20,13,9,False,False,False,False,,fWI9RFQHnXDwC8D_yb5KYkN6FozNjN6hVM8Fn1yQW_we
175,175,54ad3fe3-6e90-44b0-915d-e388af134750,RANKED_SOLO_5x5,GOLD,I,gTdrqnNxbtlM-j2jwot0PH9SV04Zb2onvOPC7y86MN5ETks,윰 뎅,48,41,54,False,False,False,False,,mxvZa01gm8SlCorHX4vVIjMDnxZ-QXxQbqYhCsKExLLU
176,176,ed5d5906-476e-4170-99b1-42d8e71715fd,RANKED_SOLO_5x5,GOLD,I,RyqETZ25MxnnrGGlG9arFGtdLiKZvRF1KhqpcSl1Fu_5yk8,개느넥,40,179,164,False,False,False,False,,mAq-gUftf0HbEGNjv3jBthQS_oBB8fvNancPDu2CgLaL
177,177,d11369b4-cb54-495b-a947-f9de96127fe2,RANKED_SOLO_5x5,GOLD,I,K3-lHllPLyc_Arw_Pu5bKUnCkPzxsAzh_6Bml4iV5dscbS8,팥심은 데 콩남,64,56,47,False,False,False,False,,Q_NjkXzh0OnTEuat0XGqkgqdQj3ubPMapO-qdpc9gZjq
178,178,3d5dc343-be03-4821-b010-786572581519,RANKED_SOLO_5x5,GOLD,I,HQ8sOxz6J80f4MyeWA0i5v_l0nxL6RvcOsEcLT8bs1Sev-8,이상한나라의뚱이,16,46,53,False,False,False,False,,Srqm-UdzfB__gpxpGv4WK7CwP14SGaCNMxEanaVTphvg
179,179,a8e49b0a-3303-46cf-936e-882a352e249e,RANKED_SOLO_5x5,GOLD,I,8hCKZyB45ZjxMU8AirUITQfn8NZ3VJFqWNlV4ArxAJsShXk,고통만받는사람,32,270,251,False,False,False,False,,-bjMNTvaH5fkDQpHPrACeHXrKAX8a4KtysbABPuYrOE4
180,180,86453638-4984-4b9e-81d4-293a9db6159c,RANKED_SOLO_5x5,GOLD,I,fQYmhV0TrYsuKuMFlrOec1nNf5DLriugSG9zvNt4YENGo7U,내가부족해서,55,33,27,False,False,False,False,,EocNH8bXimp0T4X2ILDfTxfkkMW-JjsbQNGyZnnHySFb
181,181,33984b35-012a-4123-a716-707d4c032db0,RANKED_SOLO_5x5,GOLD,I,KWYhhGwxtMd94ZgrwgC_WnNhODxTrirJdAxco9sQXgCIMJ4,묵은지김치찌개,51,311,309,False,False,False,True,,VhPF3nsoMlyGIadm3eKX9vnhYp7MSXt0l6bR6q344QcG
182,182,6931ba00-936d-483d-9dd2-ebaeba597f5e,RANKED_SOLO_5x5,GOLD,I,N56PKLBC6ai1e4r9AEz0BI4kRZhV7mILiKrDw3Ab7C2XMr8,일렉치는 마이콜 ,0,121,121,False,False,False,False,,f7rctgEKlbUCDTl_-V9WULgguUYuJPtqJrpScomZn-UR
183,183,c3a4693f-efcd-476f-8d83-5816ca1a3817,RANKED_SOLO_5x5,GOLD,I,tZCzSVeqUfFc7GRt10qU8NVKCrppabilxmVHF5rN6yNn_e4,보쳉과브루노,0,35,34,False,False,False,False,,Io_0_2DRgo7NvKR_cTaungxWZcCKKIOV86N0Z2hHCNxg
184,184,3fcced81-96b7-45db-8f7c-7b44063f0570,RANKED_SOLO_5x5,GOLD,I,C9W2ce9OD3oYT_HD2dd112_J-FakJYjzknthzLGdGb2orNw,ZESTMIN,85,15,8,False,False,False,False,,co6t0FtQOo883NJmZ7muLRpyYYuSAZ-jRAzZPyRRkwM1
185,185,74ea2512-5258-41f4-ada2-8a12bb05f813,RANKED_SOLO_5x5,GOLD,I,8S2IjZsL6y82WQdPbkwCxzzWxouFTpnjou1vyO9K5G4Y97g,혀나현아,22,11,11,False,False,False,False,,-TRiN3XiWnSu2xnM2c5ql-UR1gFMNXKUhKQqfqLTdyQi
186,186,79d09f2e-02c2-46e0-89d4-ea8beed64d5b,RANKED_SOLO_5x5,GOLD,I,NiG6pSmiEqSiEAo3pLn6tdfTPcLzQcdMjzCXvm6QCZaWGQA,우디르안해,37,62,57,False,False,False,False,,Bwb1u2UHNwvoKCXkNo7lDo4Juao-4zZscdt1uhvteiKu
187,187,74caa636-c5ae-4c03-968e-7b1a34ac9db4,RANKED_SOLO_5x5,GOLD,I,lDjkTYelhoOWi5VNeGFY_JTvsRCOtqU3Ll2CBW-9Zk0ySyg,비니 탑갱좀,0,46,44,False,False,False,False,,u1KUpvIyulucvz8upq8xNeESj7vENP0ynRPWUHCdxkod
188,188,10773fcf-0687-434b-adce-adcb9a33bd4f,RANKED_SOLO_5x5,GOLD,I,L4EWBm4PVu5v_yXXpJZFPPsUCL0zwIRXyea9MrOHT03BHF8,김나켠,52,126,132,False,False,False,False,,RbgTXrip263RWY891HYBRcZdWmxxF_NgvfsSvyQklfxy
189,189,d5ac9281-9a25-46d9-9bd8-484f17d84f99,RANKED_SOLO_5x5,GOLD,I,QBrS9xTdkaCK0YqxW_cp9ZHJVkPy34xXRLPlrPuHn_I_y4U,김룩삼,86,7,8,False,False,False,False,,nh9po-_qCyCk1wJvm5orZdZK3EF0KOoAuWyX5Cn26gZb
190,190,dcfcb330-e13a-4893-bfed-9eb545626ea4,RANKED_SOLO_5x5,GOLD,I,NjWhQukEJwoauWsdXMlY7xHbYOS8n-6p6_s85V1vFQMXG0A,16210490,40,95,94,False,False,False,False,,Ya_4xtPEdUUcqm5nHwDXroE1H3gGh2fwJe4RjpP5-rw-
191,191,04a48baa-d649-4f69-a964-e16f5fbf718b,RANKED_SOLO_5x5,GOLD,I,ULNDjrotKLd1Wkl_3Ku__ho8j_dqSj4oZiUFcVldDT0tsFk,VoguEo,0,27,23,False,False,False,True,,Lh1fABlEnoaCQSP2o9Lb01uTfyTKMY7J3HEGpSyiEj6V
192,192,77850841-c851-41b8-ae83-3c2ecc9f8507,RANKED_SOLO_5x5,GOLD,I,NRHN42Ohm__4dc8GmvbxEuIjeqBySBtDESWdTV3gRckUVP0,제라스로 챌,22,48,49,False,False,False,False,,rFCSe8KQF_grEO0JCAPDc23_EfXX6VsUysf9SB3w6DcG
